,country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category
8250,India,Suket,159,Unhealthy,1,Good,35,Good,0,Good,159,Unhealthy
8253,Indonesia,Banjaran,195,Unhealthy,10,Good,10,Good,27,Good,195,Unhealthy
8270,India,Bhainsa,173,Unhealthy,2,Good,29,Good,5,Good,173,Unhealthy
8273,Guinea-Bissau,Bissora,195,Unhealthy,2,Good,37,Good,1,Good,195,Unhealthy
8290,Gambia,Brikama,162,Unhealthy,1,Good,33,Good,0,Good,162,Unhealthy
8316,China,Cholan,168,Unhealthy,5,Good,0,Good,61,Moderate,168,Unhealthy
8328,China,Xiaolingwei,198,Unhealthy,12,Good,1,Good,52,Moderate,198,Unhealthy
8334,China,Yuanli,153,Unhealthy,4,Good,14,Good,48,Good,153,Unhealthy
8339,China,Zhangjiakou,160,Unhealthy,2,Good,18,Good,22,Good,160,Unhealthy
8347,India,Amravati,157,Unhealthy,1,Good,32,Good,0,Good,157,Unhealthy
8349,China,Anju,164,Unhealthy,7,Good,39,Good,22,Good,164,Unhealthy
8371,India,Bally,170,Unhealthy,5,Good,101,Unhealthy for Sensitive Groups,6,Good,170,Unhealthy
8401,Brazil,Carapicuiba,172,Unhealthy,6,Good,0,Good,22,Good,172,Unhealthy
8408,India,Chandrapur,156,Unhealthy,1,Good,23,Good,4,Good,156,Unhealthy
8423,India,Babai,163,Unhealthy,1,Good,43,Good,0,Good,163,Unhealthy
8431,India,Charthawal,159,Unhealthy,3,Good,122,Unhealthy for Sensitive Groups,1,Good,159,Unhealthy
8438,Pakistan,Chuhar Kana,175,Unhealthy,3,Good,175,Unhealthy,1,Good,161,Unhealthy
8441,Indonesia,Ciawi,195,Unhealthy,4,Good,195,Unhealthy,3,Good,155,Unhealthy
8442,Indonesia,Cilegon,182,Unhealthy,3,Good,182,Unhealthy,3,Good,145,Unhealthy for Sensitive Groups
8455,Gambia,Sukuta,154,Unhealthy,1,Good,21,Good,1,Good,154,Unhealthy
8465,India,Achhnera,180,Unhealthy,6,Good,45,Good,11,Good,180,Unhealthy
8467,India,Akola,154,Unhealthy,1,Good,31,Good,3,Good,154,Unhealthy
8468,India,Akot,157,Unhealthy,2,Good,22,Good,4,Good,157,Unhealthy
8469,Kazakhstan,Aktau,152,Unhealthy,1,Good,32,Good,0,Good,152,Unhealthy
8489,Mauritania,Atar,169,Unhealthy,1,Good,32,Good,0,Good,169,Unhealthy
8501,India,Mau Aima,180,Unhealthy,4,Good,93,Moderate,7,Good,180,Unhealthy
8529,India,Mundwa,212,Very Unhealthy,1,Good,29,Good,2,Good,212,Very Unhealthy
8547,Mexico,Tepeapulco,384,Hazardous,3,Good,25,Good,6,Good,384,Hazardous
8562,India,Tumsar,172,Unhealthy,3,Good,44,Good,7,Good,172,Unhealthy
8563,Pakistan,Ubauro,166,Unhealthy,2,Good,13,Good,15,Good,166,Unhealthy
8565,India,Udhampur,154,Unhealthy,3,Good,46,Good,2,Good,154,Unhealthy
8583,Senegal,Velingara,182,Unhealthy,1,Good,34,Good,0,Good,182,Unhealthy
8600,Pakistan,Tando Jam,162,Unhealthy,1,Good,24,Good,2,Good,162,Unhealthy
8606,Pakistan,Vihari,224,Very Unhealthy,5,Good,18,Good,19,Good,224,Very Unhealthy
8624,Indonesia,Godean,162,Unhealthy,6,Good,14,Good,17,Good,162,Unhealthy
8638,China,Guangshui,167,Unhealthy,8,Good,32,Good,23,Good,167,Unhealthy
8641,China,Gucheng,162,Unhealthy,7,Good,25,Good,22,Good,162,Unhealthy
8642,China,Guiren,156,Unhealthy,6,Good,45,Good,18,Good,156,Unhealthy
8643,Pakistan,Gujranwala,175,Unhealthy,6,Good,35,Good,15,Good,175,Unhealthy
8645,India,Gursarai,168,Unhealthy,3,Good,104,Unhealthy for Sensitive Groups,4,Good,168,Unhealthy
8648,Viet Nam,Hai Phong,160,Unhealthy,9,Good,17,Good,15,Good,160,Unhealthy
8651,India,Hapur,179,Unhealthy,7,Good,37,Good,17,Good,179,Unhealthy
8659,Viet Nam,Hoa Binh,163,Unhealthy,9,Good,2,Good,19,Good,163,Unhealthy
8664,China,Huangzhai,161,Unhealthy,7,Good,56,Moderate,22,Good,161,Unhealthy
8674,Iran (Islamic Republic of),Iranshahr,157,Unhealthy,1,Good,42,Good,0,Good,157,Unhealthy
8678,India,Jahazpur,170,Unhealthy,2,Good,21,Good,7,Good,170,Unhealthy
8686,India,Jind,167,Unhealthy,4,Good,106,Unhealthy for Sensitive Groups,8,Good,167,Unhealthy
8692,Indonesia,Kadungora,212,Very Unhealthy,12,Good,2,Good,32,Good,212,Very Unhealthy
8706,India,Kawardha,157,Unhealthy,3,Good,43,Good,5,Good,157,Unhealthy
8710,Indonesia,Ketanggungan,161,Unhealthy,7,Good,17,Good,16,Good,161,Unhealthy
8720,India,Bhatpara,174,Unhealthy,6,Good,117,Unhealthy for Sensitive Groups,6,Good,174,Unhealthy
8721,India,Bhindar,194,Unhealthy,1,Good,34,Good,0,Good,194,Unhealthy
8723,Tunisia,Bin Qirdan,167,Unhealthy,1,Good,40,Good,2,Good,167,Unhealthy
8766,Mexico,Chignahuapan,173,Unhealthy,2,Good,7,Good,8,Good,173,Unhealthy
8782,India,Bakewar,172,Unhealthy,4,Good,172,Unhealthy,1,Good,171,Unhealthy
8791,India,Bhanpura,171,Unhealthy,1,Good,37,Good,0,Good,171,Unhealthy
8792,China,Bianzhuang,193,Unhealthy,4,Good,193,Unhealthy,2,Good,164,Unhealthy
8795,India,Pipraich,274,Very Unhealthy,4,Good,168,Unhealthy,1,Good,274,Very Unhealthy
8817,Mexico,Yecapixtla,154,Unhealthy,4,Good,0,Good,14,Good,154,Unhealthy
8832,India,Niwari,500,Hazardous,1,Good,46,Good,2,Good,492,Hazardous
8835,Chile,Lampa,358,Hazardous,28,Good,0,Good,36,Good,358,Hazardous
8850,Democratic Republic of the Congo,Lodja,165,Unhealthy,10,Good,21,Good,4,Good,165,Unhealthy
8855,China,Luocheng,175,Unhealthy,9,Good,83,Moderate,25,Good,175,Unhealthy
8857,India,Jaypur,157,Unhealthy,1,Good,44,Good,0,Good,157,Unhealthy
8859,India,Jhalida,182,Unhealthy,1,Good,70,Moderate,1,Good,182,Unhealthy
8870,India,Kakori,435,Hazardous,1,Good,49,Good,1,Good,329,Hazardous
8871,Pakistan,Kalaswala,221,Very Unhealthy,3,Good,183,Unhealthy,1,Good,221,Very Unhealthy
8882,Chile,San Felipe,176,Unhealthy,14,Good,2,Good,20,Good,176,Unhealthy
8885,India,Sankheda,155,Unhealthy,1,Good,33,Good,0,Good,155,Unhealthy
8890,India,Sarkhej,159,Unhealthy,1,Good,40,Good,0,Good,159,Unhealthy
8901,Turkmenistan,Seydi,163,Unhealthy,1,Good,42,Good,0,Good,163,Unhealthy
8908,Dominican Republic,Sabana Grande De Boya,152,Unhealthy,3,Good,5,Good,16,Good,152,Unhealthy
8909,India,Sailana,156,Unhealthy,1,Good,41,Good,0,Good,156,Unhealthy
8911,India,Salimpur,276,Very Unhealthy,4,Good,161,Unhealthy,2,Good,276,Very Unhealthy
8918,India,Sinor,153,Unhealthy,0,Good,31,Good,0,Good,153,Unhealthy
8924,India,Sorada,160,Unhealthy,1,Good,47,Good,0,Good,160,Unhealthy
8937,India,Koath,362,Hazardous,1,Good,74,Moderate,1,Good,286,Very Unhealthy
8950,India,Mau,180,Unhealthy,1,Good,47,Good,0,Good,180,Unhealthy
8953,Chile,Melipilla,161,Unhealthy,7,Good,0,Good,17,Good,161,Unhealthy
8954,China,Mengcheng,172,Unhealthy,3,Good,172,Unhealthy,3,Good,127,Unhealthy for Sensitive Groups
8961,Pakistan,Haripur,157,Unhealthy,2,Good,157,Unhealthy,1,Good,121,Unhealthy for Sensitive Groups
8964,India,Hastinapur,500,Hazardous,1,Good,50,Good,1,Good,500,Hazardous
8969,Nepal,Hetauda,207,Very Unhealthy,2,Good,87,Moderate,0,Good,207,Very Unhealthy
8975,India,Parasia,153,Unhealthy,0,Good,37,Good,0,Good,153,Unhealthy
8985,Senegal,Khombole,157,Unhealthy,2,Good,26,Good,3,Good,157,Unhealthy
9050,South Africa,Temba,161,Unhealthy,15,Good,20,Good,7,Good,161,Unhealthy
9070,Pakistan,Swabi,197,Unhealthy,3,Good,197,Unhealthy,1,Good,130,Unhealthy for Sensitive Groups
9084,China,Huaiyuan,184,Unhealthy,4,Good,184,Unhealthy,4,Good,142,Unhealthy for Sensitive Groups
9086,Mexico,Huejotzingo,156,Unhealthy,2,Good,4,Good,12,Good,156,Unhealthy
9087,India,Ichchapuram,155,Unhealthy,2,Good,80,Moderate,1,Good,155,Unhealthy
9097,China,Gaogou,202,Very Unhealthy,5,Good,202,Very Unhealthy,3,Good,156,Unhealthy
9100,India,Giddarbaha,500,Hazardous,1,Good,45,Good,0,Good,416,Hazardous
9107,India,Faridnagar,500,Hazardous,1,Good,45,Good,2,Good,496,Hazardous
9133,India,Itarsi,152,Unhealthy,1,Good,38,Good,0,Good,152,Unhealthy
9140,India,Jais,353,Hazardous,1,Good,48,Good,1,Good,282,Very Unhealthy
9162,Pakistan,Lakki Marwat,181,Unhealthy,3,Good,104,Unhealthy for Sensitive Groups,2,Good,181,Unhealthy
9177,China,Linchuan,159,Unhealthy,6,Good,7,Good,22,Good,159,Unhealthy
9182,Chile,Llaillay,207,Very Unhealthy,18,Good,2,Good,28,Good,207,Very Unhealthy
9186,India,Lonar,154,Unhealthy,1,Good,26,Good,3,Good,154,Unhealthy
9187,Chile,Los Andes,167,Unhealthy,9,Good,7,Good,14,Good,167,Unhealthy
9196,India,Baheri,162,Unhealthy,3,Good,162,Unhealthy,1,Good,160,Unhealthy
9197,India,Bahua,196,Unhealthy,2,Good,126,Unhealthy for Sensitive Groups,1,Good,196,Unhealthy
9202,India,Baranagar,171,Unhealthy,5,Good,101,Unhealthy for Sensitive Groups,6,Good,171,Unhealthy
9205,India,Baruni,168,Unhealthy,5,Good,168,Unhealthy,1,Good,153,Unhealthy
9206,India,Basi,235,Very Unhealthy,1,Good,49,Good,0,Good,235,Very Unhealthy
9213,Mexico,Atlazalpan,185,Unhealthy,4,Good,2,Good,21,Good,185,Unhealthy
9227,India,Amet,193,Unhealthy,1,Good,35,Good,0,Good,193,Unhealthy
9228,India,Amroli,152,Unhealthy,0,Good,25,Good,0,Good,152,Unhealthy
9230,India,Anjad,163,Unhealthy,1,Good,33,Good,0,Good,163,Unhealthy
9232,India,Anupshahr,177,Unhealthy,4,Good,173,Unhealthy,1,Good,177,Unhealthy
9251,India,Jaisalmer,355,Hazardous,1,Good,44,Good,0,Good,274,Very Unhealthy
9256,China,Jiazi,184,Unhealthy,3,Good,184,Unhealthy,2,Good,87,Moderate
9257,China,Jieshou,192,Unhealthy,4,Good,192,Unhealthy,4,Good,125,Unhealthy for Sensitive Groups
9268,Democratic Republic of the Congo,Gandajika,277,Very Unhealthy,14,Good,47,Good,9,Good,277,Very Unhealthy
9269,India,Gandhinagar,167,Unhealthy,1,Good,33,Good,1,Good,167,Unhealthy
9271,India,Gangoh,166,Unhealthy,3,Good,166,Unhealthy,1,Good,152,Unhealthy
9276,Pakistan,Ghotki,194,Unhealthy,1,Good,59,Moderate,1,Good,194,Unhealthy
9277,India,Ghugus,165,Unhealthy,1,Good,28,Good,3,Good,165,Unhealthy
9283,China,Guye,157,Unhealthy,3,Good,157,Unhealthy,3,Good,125,Unhealthy for Sensitive Groups
9286,Pakistan,Hangu,159,Unhealthy,2,Good,64,Moderate,0,Good,159,Unhealthy
9326,China,Shache,244,Very Unhealthy,1,Good,41,Good,0,Good,244,Very Unhealthy
9327,India,Shahi,167,Unhealthy,4,Good,167,Unhealthy,1,Good,164,Unhealthy
9332,India,Sirohi,193,Unhealthy,1,Good,33,Good,0,Good,193,Unhealthy
9349,India,Sarai Mir,154,Unhealthy,3,Good,154,Unhealthy,1,Good,150,Unhealthy
9355,India,Seondha,222,Very Unhealthy,1,Good,62,Moderate,0,Good,222,Very Unhealthy
9363,India,Ghaziabad,227,Very Unhealthy,4,Good,151,Unhealthy,4,Good,227,Very Unhealthy
9371,China,Hede,203,Very Unhealthy,5,Good,203,Very Unhealthy,4,Good,152,Unhealthy
9386,Pakistan,Ormara,165,Unhealthy,1,Good,32,Good,0,Good,165,Unhealthy
9398,India,Partapur,155,Unhealthy,1,Good,41,Good,0,Good,155,Unhealthy
9421,India,Pukhrayan,234,Very Unhealthy,1,Good,70,Moderate,1,Good,234,Very Unhealthy
9430,India,Raja Sansi,154,Unhealthy,3,Good,154,Unhealthy,1,Good,147,Unhealthy for Sensitive Groups
9437,Bangladesh,Gafargaon,177,Unhealthy,3,Good,48,Good,3,Good,177,Unhealthy
9442,India,Gandai,156,Unhealthy,1,Good,44,Good,0,Good,156,Unhealthy
9446,Indonesia,Gempol,158,Unhealthy,2,Good,73,Moderate,1,Good,158,Unhealthy
9447,India,Ghiror,377,Hazardous,1,Good,47,Good,1,Good,331,Hazardous
9456,India,Habra,208,Very Unhealthy,4,Good,94,Moderate,4,Good,208,Very Unhealthy
9458,India,Harrai,155,Unhealthy,1,Good,34,Good,0,Good,155,Unhealthy
9460,Pakistan,Hazro,200,Unhealthy,3,Good,200,Unhealthy,2,Good,104,Unhealthy for Sensitive Groups
9464,India,Hilsa,189,Unhealthy,2,Good,96,Moderate,1,Good,189,Unhealthy
9467,China,Huzhou,154,Unhealthy,5,Good,154,Unhealthy,8,Good,144,Unhealthy for Sensitive Groups
9468,Nigeria,Ihiala,158,Unhealthy,9,Good,17,Good,8,Good,158,Unhealthy
9473,Philippines,Ipil,157,Unhealthy,1,Good,15,Good,0,Good,157,Unhealthy
9475,Bangladesh,Ishurdi,199,Unhealthy,4,Good,100,Unhealthy for Sensitive Groups,3,Good,199,Unhealthy
9481,Brazil,Itu,156,Unhealthy,4,Good,3,Good,11,Good,156,Unhealthy
9483,India,Jagraon,175,Unhealthy,4,Good,114,Unhealthy for Sensitive Groups,9,Good,175,Unhealthy
9487,Pakistan,Jhang,208,Very Unhealthy,2,Good,156,Unhealthy,1,Good,208,Very Unhealthy
9488,China,Jiayuguan,174,Unhealthy,1,Good,49,Good,0,Good,174,Unhealthy
9489,Brazil,Juatuba,152,Unhealthy,6,Good,0,Good,7,Good,152,Unhealthy
9494,Bangladesh,Kaliganj,206,Very Unhealthy,4,Good,83,Moderate,3,Good,206,Very Unhealthy
9498,India,Dumraon,219,Very Unhealthy,1,Good,93,Moderate,1,Good,219,Very Unhealthy
9552,India,Nakur,164,Unhealthy,3,Good,164,Unhealthy,1,Good,150,Unhealthy
9560,India,Korba,186,Unhealthy,1,Good,94,Moderate,2,Good,186,Unhealthy
9562,Pakistan,Kot Samaba,210,Very Unhealthy,1,Good,54,Moderate,1,Good,210,Very Unhealthy
9571,India,Lachhmangarh,500,Hazardous,1,Good,36,Good,0,Good,400,Hazardous
9583,Chile,Limache,164,Unhealthy,7,Good,3,Good,19,Good,164,Unhealthy
9590,India,Loni,249,Very Unhealthy,3,Good,141,Unhealthy for Sensitive Groups,4,Good,249,Very Unhealthy
9598,India,Makrana,202,Very Unhealthy,1,Good,35,Good,0,Good,202,Very Unhealthy
9602,India,Manavadar,161,Unhealthy,0,Good,25,Good,0,Good,161,Unhealthy
9603,India,Mandalgarh,164,Unhealthy,1,Good,40,Good,0,Good,164,Unhealthy
9606,India,Manoharpur,177,Unhealthy,1,Good,71,Moderate,0,Good,177,Unhealthy
9617,Nigeria,Nnewi,154,Unhealthy,7,Good,16,Good,7,Good,154,Unhealthy
9628,Mexico,Ocoyoacac,160,Unhealthy,4,Good,8,Good,15,Good,160,Unhealthy
9634,China,Jinan,210,Very Unhealthy,7,Good,210,Very Unhealthy,8,Good,168,Unhealthy
9639,India,Jodiya,161,Unhealthy,0,Good,28,Good,0,Good,161,Unhealthy
9646,India,Kalanwali,405,Hazardous,1,Good,91,Moderate,1,Good,353,Hazardous
9654,India,Padampur,500,Hazardous,1,Good,43,Good,0,Good,441,Hazardous
9670,India,Raniganj,192,Unhealthy,2,Good,100,Unhealthy for Sensitive Groups,1,Good,192,Unhealthy
9676,India,Redhakhol,162,Unhealthy,1,Good,44,Good,0,Good,162,Unhealthy
9685,South Africa,Rustenburg,248,Very Unhealthy,17,Good,1,Good,15,Good,248,Very Unhealthy
9690,India,Saharsa,176,Unhealthy,4,Good,109,Unhealthy for Sensitive Groups,2,Good,176,Unhealthy
9697,Pakistan,Sambrial,175,Unhealthy,3,Good,175,Unhealthy,1,Good,153,Unhealthy
9711,India,Saraipali,160,Unhealthy,1,Good,43,Good,1,Good,160,Unhealthy
9733,India,Polasara,156,Unhealthy,1,Good,65,Moderate,0,Good,156,Unhealthy
9801,India,Nokha,256,Very Unhealthy,1,Good,33,Good,2,Good,256,Very Unhealthy
9826,India,Pasan,156,Unhealthy,2,Good,53,Moderate,6,Good,156,Unhealthy
9828,India,Pendra,156,Unhealthy,2,Good,75,Moderate,5,Good,156,Unhealthy
9841,India,Madhoganj,162,Unhealthy,4,Good,44,Good,8,Good,162,Unhealthy
9843,India,Majholi,164,Unhealthy,4,Good,41,Good,4,Good,164,Unhealthy
9845,Philippines,Malanday,165,Unhealthy,5,Good,19,Good,12,Good,165,Unhealthy
9850,India,Balod,156,Unhealthy,2,Good,46,Good,1,Good,156,Unhealthy
9853,India,Banposh,167,Unhealthy,3,Good,49,Good,3,Good,167,Unhealthy
9863,India,Beohari,158,Unhealthy,2,Good,58,Moderate,10,Good,158,Unhealthy
9890,Mexico,Capulhuac,175,Unhealthy,4,Good,28,Good,9,Good,175,Unhealthy
9906,Mexico,Cholula,176,Unhealthy,1,Good,36,Good,2,Good,176,Unhealthy
9907,Pakistan,Zafarwal,161,Unhealthy,5,Good,41,Good,9,Good,161,Unhealthy
9914,China,Zhaotong,156,Unhealthy,6,Good,1,Good,18,Good,156,Unhealthy
9915,Pakistan,Zhob,177,Unhealthy,2,Good,56,Moderate,0,Good,177,Unhealthy
9916,China,Zhongxing,162,Unhealthy,7,Good,46,Good,19,Good,162,Unhealthy
9921,China,Yiyang,170,Unhealthy,9,Good,18,Good,31,Good,170,Unhealthy
9922,China,Yizheng,199,Unhealthy,12,Good,0,Good,59,Moderate,199,Unhealthy
9924,Tajikistan,Yovon,153,Unhealthy,1,Good,25,Good,1,Good,153,Unhealthy
9932,India,Deoband,162,Unhealthy,3,Good,162,Unhealthy,1,Good,152,Unhealthy
9933,India,Deogarh,157,Unhealthy,2,Good,65,Moderate,1,Good,157,Unhealthy
9934,India,Depalpur,169,Unhealthy,1,Good,38,Good,0,Good,169,Unhealthy
9944,India,Aklera,167,Unhealthy,1,Good,41,Good,0,Good,167,Unhealthy
9954,China,Aojiang,171,Unhealthy,4,Good,171,Unhealthy,3,Good,113,Unhealthy for Sensitive Groups
9972,India,Badnawar,155,Unhealthy,1,Good,37,Good,0,Good,155,Unhealthy
9974,India,Bangarmau,180,Unhealthy,3,Good,148,Unhealthy for Sensitive Groups,1,Good,180,Unhealthy
9975,India,Bantva,162,Unhealthy,0,Good,25,Good,0,Good,162,Unhealthy
9979,India,Bedi,161,Unhealthy,0,Good,28,Good,0,Good,161,Unhealthy
9988,India,Bhopal,162,Unhealthy,1,Good,39,Good,0,Good,162,Unhealthy
9998,India,Buguda,166,Unhealthy,1,Good,40,Good,0,Good,166,Unhealthy
10000,Pakistan,Burewala,311,Hazardous,2,Good,109,Unhealthy for Sensitive Groups,1,Good,311,Hazardous
10002,Iran (Islamic Republic of),Bushehr,154,Unhealthy,1,Good,64,Moderate,0,Good,154,Unhealthy
10011,India,Chanasma,170,Unhealthy,0,Good,33,Good,0,Good,170,Unhealthy
10035,Iran (Islamic Republic of),Zarand,152,Unhealthy,0,Good,42,Good,0,Good,152,Unhealthy
10072,China,Tongzhou,198,Unhealthy,5,Good,198,Unhealthy,6,Good,157,Unhealthy
10087,India,Vadnagar,165,Unhealthy,1,Good,36,Good,0,Good,165,Unhealthy
10102,Chile,Buin,245,Very Unhealthy,20,Good,0,Good,27,Good,245,Very Unhealthy
10105,India,Burla,163,Unhealthy,1,Good,63,Moderate,0,Good,163,Unhealthy
10106,China,Caidian,170,Unhealthy,4,Good,170,Unhealthy,6,Good,145,Unhealthy for Sensitive Groups
10120,India,Chakradharpur,167,Unhealthy,1,Good,93,Moderate,0,Good,167,Unhealthy
10143,Pakistan,Amangarh,198,Unhealthy,3,Good,198,Unhealthy,2,Good,98,Moderate
10147,India,Anjar,172,Unhealthy,0,Good,29,Good,0,Good,172,Unhealthy
10151,India,Anuppur,158,Unhealthy,1,Good,42,Good,0,Good,158,Unhealthy
10155,Iran (Islamic Republic of),Bam,178,Unhealthy,1,Good,42,Good,0,Good,178,Unhealthy
10159,China,Bengbu,174,Unhealthy,4,Good,174,Unhealthy,5,Good,141,Unhealthy for Sensitive Groups
10163,India,Bhind,193,Unhealthy,1,Good,46,Good,0,Good,193,Unhealthy
10170,India,Binika,164,Unhealthy,1,Good,66,Moderate,0,Good,164,Unhealthy
10171,Nepal,Birganj,231,Very Unhealthy,3,Good,147,Unhealthy for Sensitive Groups,1,Good,231,Very Unhealthy
10178,China,Chizhou,201,Very Unhealthy,5,Good,201,Very Unhealthy,5,Good,159,Unhealthy
10214,Pakistan,Rajanpur,175,Unhealthy,1,Good,40,Good,3,Good,175,Unhealthy
10219,India,Shahapur,171,Unhealthy,5,Good,12,Good,13,Good,171,Unhealthy
10220,Pakistan,Sharqpur,179,Unhealthy,5,Good,74,Moderate,9,Good,179,Unhealthy
10229,Saudi Arabia,Sabya,170,Unhealthy,4,Good,138,Unhealthy for Sensitive Groups,3,Good,170,Unhealthy
10234,India,Samalkha,189,Unhealthy,7,Good,29,Good,25,Good,189,Unhealthy
10251,Pakistan,Sarai Sidhu,186,Unhealthy,5,Good,42,Good,13,Good,186,Unhealthy
10253,India,Ratlam,157,Unhealthy,1,Good,31,Good,3,Good,157,Unhealthy
10265,Tajikistan,Dangara,156,Unhealthy,1,Good,19,Good,0,Good,156,Unhealthy
10272,Indonesia,Delanggu,208,Very Unhealthy,13,Good,3,Good,24,Good,208,Very Unhealthy
10273,India,Deoria,165,Unhealthy,4,Good,57,Moderate,6,Good,165,Unhealthy
10274,India,Dholka,153,Unhealthy,2,Good,27,Good,6,Good,153,Unhealthy
10279,India,Dohrighat,168,Unhealthy,4,Good,65,Moderate,6,Good,168,Unhealthy
10283,India,Dostpur,167,Unhealthy,4,Good,59,Moderate,7,Good,167,Unhealthy
10302,India,Faizabad,158,Unhealthy,4,Good,48,Good,7,Good,158,Unhealthy
10326,Iran (Islamic Republic of),Shushtar,154,Unhealthy,1,Good,60,Moderate,1,Good,154,Unhealthy
10329,India,Simga,156,Unhealthy,3,Good,40,Good,4,Good,156,Unhealthy
10377,China,Wuan,185,Unhealthy,4,Good,61,Moderate,11,Good,185,Unhealthy
10378,China,Wuxi,176,Unhealthy,5,Good,34,Good,23,Good,176,Unhealthy
10380,India,Yamunanagar,157,Unhealthy,3,Good,134,Unhealthy for Sensitive Groups,1,Good,157,Unhealthy
10387,India,Dundwaraganj,184,Unhealthy,3,Good,147,Unhealthy for Sensitive Groups,5,Good,184,Unhealthy
10392,India,Egra,163,Unhealthy,2,Good,87,Moderate,1,Good,163,Unhealthy
10401,Mexico,Emiliano Zapata,162,Unhealthy,5,Good,0,Good,15,Good,162,Unhealthy
10417,India,Maur,500,Hazardous,1,Good,62,Moderate,1,Good,433,Hazardous
10422,Iran (Islamic Republic of),Meybod,167,Unhealthy,1,Good,43,Good,0,Good,167,Unhealthy
10428,India,Morena,196,Unhealthy,1,Good,43,Good,0,Good,196,Unhealthy
10435,India,Muzaffarnagar,307,Hazardous,4,Good,199,Unhealthy,4,Good,307,Hazardous
10437,India,Nagina,196,Unhealthy,4,Good,196,Unhealthy,3,Good,191,Unhealthy
10439,Bangladesh,Nalchiti,170,Unhealthy,2,Good,35,Good,3,Good,170,Unhealthy
10444,India,Lakhnau,457,Hazardous,1,Good,67,Moderate,1,Good,370,Hazardous
10445,India,Lalganj,204,Very Unhealthy,4,Good,173,Unhealthy,2,Good,204,Very Unhealthy
10454,China,Linshu,159,Unhealthy,3,Good,159,Unhealthy,2,Good,88,Moderate
10455,China,Liusha,155,Unhealthy,4,Good,89,Moderate,9,Good,155,Unhealthy
10460,Angola,Luanda,164,Unhealthy,8,Good,7,Good,11,Good,164,Unhealthy
10468,Uzbekistan,Mangit,172,Unhealthy,1,Good,36,Good,0,Good,172,Unhealthy
10470,India,Marhaura,212,Very Unhealthy,4,Good,172,Unhealthy,2,Good,212,Very Unhealthy
10471,India,Kamthi,152,Unhealthy,1,Good,38,Good,0,Good,152,Unhealthy
10477,Philippines,Katipunan,152,Unhealthy,1,Good,14,Good,0,Good,152,Unhealthy
10485,India,Khagaul,201,Very Unhealthy,2,Good,116,Unhealthy for Sensitive Groups,1,Good,201,Very Unhealthy
10486,India,Khandela,373,Hazardous,1,Good,33,Good,0,Good,311,Hazardous
10488,India,Kharagpur,181,Unhealthy,1,Good,71,Moderate,1,Good,181,Unhealthy
10489,India,Khardaha,216,Very Unhealthy,5,Good,54,Moderate,7,Good,216,Very Unhealthy
10490,India,Khilchipur,156,Unhealthy,1,Good,39,Good,0,Good,156,Unhealthy
10500,India,Kulti,196,Unhealthy,2,Good,70,Moderate,2,Good,196,Unhealthy
10516,United Republic of Tanzania,Karema,195,Unhealthy,10,Good,25,Good,10,Good,195,Unhealthy
10522,Pakistan,Larkana,159,Unhealthy,1,Good,48,Good,0,Good,159,Unhealthy
10524,India,Lawar,158,Unhealthy,3,Good,120,Unhealthy for Sensitive Groups,1,Good,158,Unhealthy
10544,Pakistan,Lachi,166,Unhealthy,2,Good,103,Unhealthy for Sensitive Groups,0,Good,166,Unhealthy
10555,India,Konch,166,Unhealthy,4,Good,162,Unhealthy,1,Good,166,Unhealthy
10560,Venezuela (Bolivarian Republic of),San Juan De Los Morros,156,Unhealthy,2,Good,9,Good,10,Good,156,Unhealthy
10605,India,Sabalgarh,233,Very Unhealthy,1,Good,48,Good,0,Good,233,Very Unhealthy
10616,India,Panihati,172,Unhealthy,5,Good,103,Unhealthy for Sensitive Groups,6,Good,172,Unhealthy
10626,Pakistan,Renala Khurd,166,Unhealthy,2,Good,133,Unhealthy for Sensitive Groups,1,Good,166,Unhealthy
10637,India,Rampur,174,Unhealthy,4,Good,174,Unhealthy,1,Good,162,Unhealthy
10651,Uganda,Ntungamo,160,Unhealthy,5,Good,23,Good,1,Good,160,Unhealthy
10668,Uganda,Kanungu,176,Unhealthy,5,Good,19,Good,1,Good,176,Unhealthy
10673,India,Katras,183,Unhealthy,3,Good,132,Unhealthy for Sensitive Groups,2,Good,183,Unhealthy
10676,Bangladesh,Keshabpur,165,Unhealthy,6,Good,74,Moderate,5,Good,165,Unhealthy
10682,India,Samthar,234,Very Unhealthy,1,Good,47,Good,0,Good,234,Very Unhealthy
10688,Trinidad and Tobago,Sangre Grande,161,Unhealthy,0,Good,21,Good,3,Good,161,Unhealthy
10699,India,Sayla,158,Unhealthy,0,Good,33,Good,0,Good,158,Unhealthy
10712,Egypt,Esna,166,Unhealthy,1,Good,37,Good,1,Good,166,Unhealthy
10717,India,Sidhauli,173,Unhealthy,3,Good,173,Unhealthy,2,Good,171,Unhealthy
10739,Indonesia,Tangerang,201,Very Unhealthy,5,Good,201,Very Unhealthy,3,Good,167,Unhealthy
10741,China,Taozhuang,155,Unhealthy,3,Good,155,Unhealthy,4,Good,104,Unhealthy for Sensitive Groups
10759,India,Sunel,162,Unhealthy,1,Good,41,Good,0,Good,162,Unhealthy
